animal_id,outcome_time,date_of_birth,outcome_gender,outcome_age,animal_stay,intake_time,found_location,intake_type,intake_condition,animal_type,intake_gender,intake_age,breed,color,stay_duration,spay_neuter,repeat
A712205,2015-10-12,2013-09-19,Neutered Male,24.0,A712205-2,2015-10-03,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Labrador Retriever Mix,Yellow,9,0,1
A712208,2015-09-26,2013-03-19,Neutered Male,24.0,A712208-1,2015-09-19,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Weimaraner/Labrador Retriever,Brown,7,0,1
A712208,2016-08-29,2013-03-19,Neutered Male,36.0,A712208-2,2016-08-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,36.0,Weimaraner/Labrador Retriever,Brown,5,0,1
A712225,2015-10-21,2013-09-19,Intact Female,24.0,A712225-1,2015-09-19,7205 E Meadow Bend in Austin (TX),Stray,Normal,Cat,Intact Female,24.0,Domestic Shorthair Mix,Orange Tabby,32,0,1
A712282,2015-11-20,2012-09-20,Neutered Male,36.0,A712282-1,2015-09-20,W William Cannon Dr And S Congress Ave in Austin (TX),Stray,Normal,Dog,Intact Male,36.0,Labrador Retriever Mix,Black,61,1,1
A712282,2018-12-05,2012-09-20,Neutered Male,72.0,A712282-2,2018-12-04,1201 Payton Gin in Austin (TX),Stray,Normal,Dog,Neutered Male,72.0,Labrador Retriever Mix,Black,1,0,1
A712337,2015-11-12,2013-09-21,Neutered Male,24.0,A712337-1,2015-09-21,9201 Circuits Of The America in Travis (TX),Stray,Normal,Dog,Intact Male,24.0,Australian Cattle Dog/Staffordshire,Black/White,52,1,1
A712337,2016-02-10,2013-09-21,Neutered Male,24.0,A712337-2,2015-11-15,6908 Cameron Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,24.0,Australian Cattle Dog/Staffordshire,Black/White,87,0,1
A712337,2017-12-21,2013-09-21,Neutered Male,48.0,A712337-3,2017-12-11,Austin (TX),Public Assist,Normal,Dog,Neutered Male,48.0,Australian Cattle Dog/Staffordshire,Black/White,10,0,1
A712381,2015-10-12,2015-07-27,Neutered Male,2.0,A712381-1,2015-09-22,4505 Frontier Valley in Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,Black,20,1,1
A712381,2015-10-18,2015-07-27,Neutered Male,2.0,A712381-2,2015-10-14,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2.0,Domestic Shorthair Mix,Black,4,0,1
A712393,2015-10-07,2013-09-22,Spayed Female,24.0,A712393-1,2015-09-22,5607 Melody Ln in Austin (TX),Public Assist,Normal,Dog,Intact Female,24.0,German Shepherd Mix,Black/Tan,15,1,1
A712393,2018-08-12,2013-09-22,Spayed Female,48.0,A712393-2,2018-08-01,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,48.0,German Shepherd Mix,Black/Tan,11,0,1
A712400,2015-10-08,2013-09-22,Neutered Male,24.0,A712400-1,2015-09-22,124 W Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Pit Bull Mix,White/Black,16,1,1
A712400,2015-10-19,2013-09-22,Neutered Male,24.0,A712400-2,2015-10-11,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,24.0,Pit Bull Mix,White/Black,8,0,1
A712426,2015-11-05,2014-09-22,Neutered Male,12.0,A712426-1,2015-09-22,9220 North Plz in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Great Pyrenees Mix,White,44,1,1
A712434,2015-12-03,2014-09-23,Spayed Female,12.0,A712434-1,2015-09-23,Brookswood Dr And Alf Ave in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Pit Bull Mix,White/Black,71,1,1
A712434,2016-01-18,2014-09-23,Spayed Female,12.0,A712434-2,2015-12-08,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Pit Bull Mix,White/Black,41,0,1
A712456,2017-10-20,2013-09-23,Neutered Male,48.0,A712456-1,2017-10-20,Austin (TX),Stray,Normal,Dog,Neutered Male,48.0,Doberman Pinsch Mix,Black/Tan,0,0,1
A712507,2016-01-11,2009-09-24,Spayed Female,72.0,A712507-1,2015-09-24,5701 Spring Meadow Rd #A in Austin (TX),Stray,Normal,Dog,Spayed Female,72.0,Cane Corso,Black,109,0,1
A712508,2015-09-25,2015-06-02,Neutered Male,3.0,A712508-1,2015-09-24,Battle Bend And Suburban in Austin (TX),Stray,Normal,Cat,Neutered Male,3.0,Domestic Shorthair Mix,Brown Tabby,1,0,1
A712510,2015-09-25,2015-02-24,Intact Male,7.0,A712510-1,2015-09-24,5808 Mckinney Falls Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,6.0,German Shepherd Mix,White/Brown,1,0,1
A712510,2015-12-26,2015-02-24,Neutered Male,10.0,A712510-2,2015-12-12,Bluff Springs And William Cannon in Austin (TX),Stray,Normal,Dog,Intact Male,9.0,German Shepherd Mix,White/Brown,14,1,1
A712510,2016-03-17,2015-02-24,Neutered Male,12.0,A712510-3,2016-03-12,Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,German Shepherd Mix,White/Brown,5,0,1
A712510,2016-07-23,2015-02-24,Neutered Male,12.0,A712510-4,2016-03-15,Austin (TX),Public Assist,Normal,Dog,Neutered Male,12.0,German Shepherd Mix,White/Brown,130,0,1
A712517,2015-11-06,2015-08-18,Spayed Female,2.0,A712517-1,2015-09-24,Pleasant Valley & Oltorf in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Black/White,43,1,1
A712517,2016-03-17,2015-08-18,Spayed Female,6.0,A712517-2,2016-02-28,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6.0,Domestic Shorthair Mix,Black/White,18,0,1
A712517,2016-04-13,2015-08-18,Spayed Female,7.0,A712517-3,2016-04-11,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7.0,Domestic Shorthair Mix,Black/White,2,0,1
A712518,2015-11-10,2015-08-18,Spayed Female,2.0,A712518-1,2015-09-24,Pleasant Valley & Oltorf in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Black,47,1,1
A712518,2016-03-17,2015-08-18,Spayed Female,6.0,A712518-2,2016-02-28,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6.0,Domestic Shorthair Mix,Black,18,0,1
A712520,2015-09-29,2014-09-24,Spayed Female,12.0,A712520-1,2015-09-24,Little Pebble Dr & Mearns Meadow Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Dachshund Mix,Tricolor,5,1,1
A712534,2015-09-27,2014-03-24,Spayed Female,12.0,A712534-1,2015-09-24,1015 N Meadows Drive in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Chihuahua Shorthair Mix,White/Tan,3,1,1
A712534,2016-04-04,2014-03-24,Spayed Female,24.0,A712534-2,2016-03-28,1015 N Meadows B in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,Chihuahua Shorthair Mix,White/Tan,7,0,1
A712538,2015-10-10,2013-09-24,Neutered Male,24.0,A712538-1,2015-09-24,13200 Lipton Loop in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Pit Bull Mix,Red/White,16,1,1
A712538,2015-10-27,2013-09-24,Neutered Male,24.0,A712538-2,2015-10-16,1156 W Cesar Chavez in Austin (TX),Public Assist,Normal,Dog,Neutered Male,24.0,Pit Bull Mix,Red/White,11,0,1
A712556,2015-09-26,2015-01-25,Spayed Female,8.0,A712556-1,2015-09-25,2020 Dry Season Trl in Austin (TX),Stray,Normal,Cat,Spayed Female,7.0,Domestic Shorthair Mix,Blue Tabby/White,1,0,1
A712556,2015-10-29,2015-01-25,Spayed Female,9.0,A712556-2,2015-10-24,901 Fall Creek in Austin (TX),Stray,Normal,Cat,Spayed Female,8.0,Domestic Shorthair Mix,Blue Tabby/White,5,0,1
A712560,2015-10-16,2014-09-25,Spayed Female,12.0,A712560-1,2015-10-13,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,12.0,Pit Bull Mix,Brown,3,1,1
A712560,2018-01-21,2014-09-25,Spayed Female,36.0,A712560-2,2018-01-20,13431 Klaus Lane in Travis (TX),Stray,Normal,Dog,Spayed Female,36.0,Pit Bull Mix,Brown,1,0,1
A712641,2015-10-06,2013-09-26,Spayed Female,24.0,A712641-1,2015-10-04,Austin (TX),Public Assist,Normal,Dog,Spayed Female,24.0,Chihuahua Shorthair Mix,Brown/White,2,0,1
A712646,2015-09-28,2015-04-26,Intact Male,5.0,A712646-1,2015-09-26,Whitsun Dr & Eskew Dr in Austin (TX),Stray,Normal,Dog,Intact Male,5.0,Pit Bull Mix,Black/White,2,0,1
A712646,2016-04-23,2015-04-26,Neutered Male,11.0,A712646-2,2016-04-21,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11.0,Pit Bull Mix,Black/White,2,1,1
A712660,2015-10-26,2007-09-26,Neutered Male,96.0,A712660-1,2015-09-26,9607 Research Blvd in Austin (TX),Stray,Normal,Cat,Neutered Male,96.0,Domestic Shorthair Mix,Black,30,0,1
A712717,2015-09-29,2008-09-27,Neutered Male,84.0,A712717-1,2015-09-27,6705 Capriola in Austin (TX),Stray,Normal,Dog,Intact Male,84.0,German Shepherd,Brown/Black,2,1,1
A712725,2015-10-21,2008-09-27,Neutered Male,84.0,A712725-1,2015-09-27,Bee Cave Rd & S Capital Of Texas Hwy in West Lake Hills (TX),Stray,Normal,Dog,Neutered Male,84.0,Great Pyrenees Mix,White,24,0,1
A712725,2017-03-06,2008-09-27,Neutered Male,96.0,A712725-2,2017-02-28,3735 Promontory Point Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Great Pyrenees Mix,White,6,0,1
A712725,2018-12-18,2008-09-27,Neutered Male,120.0,A712725-3,2018-11-27,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,120.0,Great Pyrenees Mix,White,21,0,1
A712738,2015-10-02,2013-09-27,Neutered Male,24.0,A712738-1,2015-09-27,Caspian Dr And Alexandria Dr in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Catahoula Mix,Brown Merle/Blue Merle,5,1,1
A712738,2015-10-20,2013-09-27,Neutered Male,24.0,A712738-2,2015-10-11,Brodie Ln & Eskew Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,24.0,Catahoula Mix,Brown Merle/Blue Merle,9,0,1
A712755,2015-11-21,2015-08-27,Spayed Female,2.0,A712755-1,2015-09-27,3807 Arrow Dr in Austin (TX),Stray,Normal,Cat,Intact Female,0.92,Domestic Medium Hair Mix,Calico,55,1,1
A712755,2018-06-03,2015-08-27,Spayed Female,24.0,A712755-2,2018-05-19,6919 Chinook in Austin (TX),Stray,Normal,Cat,Spayed Female,24.0,Domestic Medium Hair Mix,Calico,15,0,1
A712759,2015-11-21,2015-08-27,Spayed Female,2.0,A712759-1,2015-09-27,3807 Arrow Dr in Austin (TX),Stray,Normal,Cat,Intact Female,0.92,Domestic Medium Hair Mix,Torbie,55,1,1
A712759,2018-06-03,2015-08-27,Spayed Female,24.0,A712759-2,2018-05-19,6919 Chinook in Austin (TX),Stray,Normal,Cat,Spayed Female,24.0,Domestic Medium Hair Mix,Torbie,15,0,1
A712788,2015-11-13,2015-08-25,Neutered Male,2.0,A712788-1,2015-09-28,4504 Duval in Austin (TX),Stray,Normal,Cat,Intact Male,0.92,Domestic Shorthair Mix,Brown Tabby,46,1,1
A712788,2024-03-09,2015-08-25,Neutered Male,96.0,A712788-2,2024-02-05,6401 Nasoni Cove in Austin (TX),Stray,Normal,Cat,Neutered Male,96.0,Domestic Shorthair Mix,Brown Tabby,33,0,1
A712790,2019-11-25,2010-03-28,Neutered Male,108.0,A712790-2,2019-10-31,Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,108.0,Domestic Shorthair Mix,Blue Tabby,25,0,1
A712791,2015-09-29,2014-09-28,Intact Male,12.0,A712791-1,2015-09-28,5910 Caroline in Travis (TX),Stray,Normal,Dog,Intact Male,12.0,German Shepherd Mix,Tan/Black,1,0,1
A712791,2016-03-10,2014-09-28,Neutered Male,12.0,A712791-2,2016-03-08,15215 Wide Leaf Cv in Travis (TX),Stray,Normal,Dog,Intact Male,12.0,German Shepherd Mix,Tan/Black,2,1,1
A712791,2016-04-20,2014-09-28,Neutered Male,12.0,A712791-3,2016-04-18,15202 Bullace St in Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,German Shepherd Mix,Tan/Black,2,0,1
A712791,2018-06-02,2014-09-28,Neutered Male,36.0,A712791-4,2018-06-01,1719 Millhouse Ln in Travis (TX),Stray,Normal,Dog,Neutered Male,36.0,German Shepherd Mix,Tan/Black,1,0,1
A712804,2015-10-02,2013-09-28,Neutered Male,24.0,A712804-1,2015-09-28,805 W Annie in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Pit Bull Mix,Black/White,4,1,1
A712804,2016-06-14,2013-09-28,Neutered Male,24.0,A712804-2,2016-05-26,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Pit Bull Mix,Black/White,19,0,1
A712868,2015-10-05,2013-09-29,Neutered Male,24.0,A712868-1,2015-09-29,10015 Lake Creek Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Chihuahua Shorthair,Sable/White,6,1,1
A712868,2020-12-03,2013-09-29,Neutered Male,84.0,A712868-2,2020-12-02,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,84.0,Chihuahua Shorthair,Sable/White,1,0,1
A712880,2015-10-07,2015-07-14,Neutered Male,2.0,A712880-1,2015-09-29,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2.0,Domestic Shorthair Mix,Orange Tabby,8,1,1
A712880,2016-01-11,2015-07-14,Neutered Male,5.0,A712880-2,2016-01-10,Battle Bend Blvd And I 35 in Austin (TX),Stray,Normal,Cat,Neutered Male,5.0,Domestic Shorthair Mix,Orange Tabby,1,0,1
A712919,2016-02-28,2012-09-30,Neutered Male,36.0,A712919-1,2015-09-30,6218 Wagon Bend Trl in Austin (TX),Stray,Normal,Dog,Intact Male,36.0,Pit Bull Mix,Tan/White,151,1,1
A712941,2015-10-19,2014-09-30,Neutered Male,12.0,A712941-1,2015-09-30,15709 812 in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,American Bulldog Mix,White/Tan,19,1,1
A712941,2015-12-31,2014-09-30,Neutered Male,12.0,A712941-2,2015-12-15,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12.0,American Bulldog Mix,White/Tan,16,0,1
A712944,2015-10-08,2015-03-02,Neutered Male,7.0,A712944-1,2015-09-30,Austin (TX),Public Assist,Normal,Dog,Intact Male,6.0,Rottweiler Mix,Brown,8,1,1
A712944,2016-03-02,2015-03-02,Neutered Male,12.0,A712944-2,2016-02-18,1906 Millhouse Dr in Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,11.0,Rottweiler Mix,Brown,13,0,1
A712948,2016-07-24,2013-09-30,Spayed Female,24.0,A712948-1,2015-09-30,1514 Greenfield Dr in Round Rock (TX),Stray,Normal,Dog,Intact Female,24.0,Pit Bull Mix,Fawn/White,298,1,1
A712948,2017-06-03,2013-09-30,Spayed Female,36.0,A712948-2,2016-08-01,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,24.0,Pit Bull Mix,Fawn/White,306,0,1
A712955,2015-10-06,2014-09-30,Spayed Female,12.0,A712955-1,2015-09-30,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Chihuahua Shorthair Mix,Tan,6,0,1
A712969,2015-11-05,2015-01-30,Neutered Male,9.0,A712969-1,2015-09-30,2101 S Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,7.0,Labrador Retriever/German Shorthair Pointer,Chocolate/White,36,1,1
A712969,2015-11-28,2015-01-30,Neutered Male,9.0,A712969-2,2015-11-08,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9.0,Labrador Retriever/German Shorthair Pointer,Chocolate/White,20,0,1
A712992,2015-10-11,2014-10-01,Spayed Female,12.0,A712992-1,2015-10-01,Peppertree Pkwy & Deadwood Dr in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Dachshund Mix,Black,10,1,1
A713025,2015-10-09,2013-10-01,Intact Male,24.0,A713025-1,2015-10-04,Austin (TX),Public Assist,Normal,Dog,Intact Male,24.0,Boxer,Brown/Black,5,0,1
A713079,2016-02-24,2015-09-02,Neutered Male,5.0,A713079-1,2015-10-02,10911 Maha Rd in Austin (TX),Stray,Normal,Cat,Intact Male,0.92,Domestic Shorthair Mix,Black/White,145,1,1
A713085,2015-10-03,2014-04-02,Spayed Female,12.0,A713085-1,2015-10-02,11904 Braircreek in Manor (TX),Stray,Normal,Dog,Spayed Female,12.0,Labrador Retriever Mix,Black/White,1,0,1
A713090,2015-11-02,2012-10-02,Spayed Female,36.0,A713090-1,2015-10-02,Onion Creek Parkway @ Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,36.0,German Shepherd Mix,Tan/Black,31,1,1
A713090,2015-11-27,2012-10-02,Spayed Female,36.0,A713090-2,2015-11-14,Hays (TX),Owner Surrender,Normal,Dog,Spayed Female,36.0,German Shepherd Mix,Tan/Black,13,0,1
A713148,2016-06-07,2015-02-03,Neutered Male,12.0,A713148-1,2015-10-03,Coronation Way & Lady Elizabeth Ln in Travis (TX),Stray,Normal,Dog,Intact Male,7.0,Boxer Mix,Brown Brindle,248,1,1
A713172,2015-12-21,2009-10-08,Neutered Male,72.0,A713172-1,2015-10-03,Guadalupe St & Zennia St in Austin (TX),Stray,Normal,Dog,Neutered Male,60.0,Labrador Retriever Mix,Black/White,79,0,1
A713208,2015-10-05,2015-04-04,Neutered Male,6.0,A713208-1,2015-10-04,2017 Northridge Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,6.0,Labrador Retriever Mix,Black/White,1,0,1
A713208,2015-11-17,2015-04-04,Neutered Male,7.0,A713208-2,2015-11-07,1928 Gaston Place in Austin (TX),Stray,Normal,Dog,Neutered Male,7.0,Labrador Retriever Mix,Black/White,10,0,1
A713217,2015-12-04,2010-10-04,Neutered Male,60.0,A713217-1,2015-10-04,11405 Murchison St in Travis (TX),Stray,Normal,Dog,Intact Male,60.0,Labrador Retriever/German Shepherd,Black,61,1,1
A713233,2015-10-08,2015-03-24,Neutered Male,6.0,A713233-1,2015-10-04,Crownover And Hartsmith in Austin (TX),Stray,Normal,Dog,Intact Male,6.0,Labrador Retriever Mix,Black/Blue Tick,4,1,1
A713233,2016-02-11,2015-03-24,Neutered Male,10.0,A713233-2,2016-01-24,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,10.0,Labrador Retriever Mix,Black/Blue Tick,18,0,1
A713233,2016-02-27,2015-03-24,Neutered Male,11.0,A713233-3,2016-02-26,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,11.0,Labrador Retriever Mix,Black/Blue Tick,1,0,1
A713234,2015-10-05,2014-10-04,Spayed Female,12.0,A713234-1,2015-10-04,Tipton Dr & Pendleton Ln in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Pit Bull Mix,Blue Cream/White,1,1,1
A713235,2016-01-25,2015-03-24,Neutered Male,10.0,A713235-1,2015-10-04,Crownover And Hartsmith in Austin (TX),Stray,Normal,Dog,Intact Male,6.0,Queensland Heeler Mix,Blue Tick/Red Tick,113,1,1
A713239,2015-10-06,2014-12-06,Intact Female,9.0,A713239-1,2015-10-04,714 Decker Prarie in Austin (TX),Stray,Normal,Dog,Intact Female,9.0,Pit Bull Mix,Fawn,2,0,1
A713239,2016-07-22,2014-12-06,Spayed Female,12.0,A713239-2,2016-07-16,701 Sly Pass in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Pit Bull Mix,Fawn,6,1,1
A713246,2015-10-08,2013-10-04,Spayed Female,24.0,A713246-1,2015-10-04,1404 E Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Chihuahua Shorthair/Dachshund,Chocolate/White,4,1,1
A713246,2017-05-19,2013-10-04,Spayed Female,36.0,A713246-2,2017-05-16,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,36.0,Chihuahua Shorthair/Dachshund,Chocolate/White,3,0,1
A713263,2015-10-05,2012-10-05,Intact Male,36.0,A713263-1,2015-10-05,2308 Speidel Dr in Travis (TX),Stray,Normal,Dog,Intact Male,36.0,English Bulldog,Brown Brindle,0,0,1
A713263,2015-10-16,2012-10-05,Intact Male,36.0,A713263-2,2015-10-06,Austin (TX),Public Assist,Normal,Dog,Intact Male,36.0,English Bulldog,Brown Brindle,10,0,1
A713279,2015-10-09,2015-08-05,Spayed Female,2.0,A713279-1,2015-10-05,2239 Cromwell Cir in Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Labrador Retriever Mix,Black/White,4,1,1
A713279,2015-10-22,2015-08-05,Spayed Female,2.0,A713279-2,2015-10-22,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,2.0,Labrador Retriever Mix,Black/White,0,0,1
A713310,2015-10-10,2010-10-05,Spayed Female,60.0,A713310-1,2015-10-05,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,60.0,Dachshund,Red,5,0,1
A713310,2015-10-11,2010-10-05,Spayed Female,60.0,A713310-2,2015-10-11,715 W Slaughter Ln in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,60.0,Dachshund,Red,0,0,1
A713318,2015-10-15,2014-04-09,Intact Male,12.0,A713318-1,2015-10-09,Austin (TX),Public Assist,Normal,Dog,Intact Male,12.0,Tibetan Terrier Mix,White/Tan,6,0,1
A713318,2016-07-13,2014-04-09,Intact Male,24.0,A713318-2,2016-07-12,Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Tibetan Terrier Mix,White/Tan,1,0,1
A713318,2016-07-14,2014-04-09,Intact Male,24.0,A713318-3,2016-07-14,8841 Francia Trail in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Tibetan Terrier Mix,White/Tan,0,0,1
A713318,2016-08-22,2014-04-09,Intact Male,24.0,A713318-4,2016-08-06,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,24.0,Tibetan Terrier Mix,White/Tan,16,0,1
A713340,2016-01-15,2012-10-06,Spayed Female,36.0,A713340-1,2015-10-05,8023 Coulver in Austin (TX),Stray,Normal,Cat,Intact Female,24.0,Domestic Shorthair Mix,Blue,102,1,1
A713352,2016-02-16,2015-06-09,Neutered Male,8.0,A713352-1,2015-10-05,1179 Oak Grove in Austin (TX),Stray,Normal,Cat,Intact Male,3.0,Siamese Mix,Lynx Point,134,1,1
A713352,2017-06-24,2015-06-09,Neutered Male,24.0,A713352-2,2017-06-23,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,24.0,Siamese Mix,Lynx Point,1,0,1
A713374,2015-10-14,2015-07-06,Intact Male,3.0,A713374-1,2015-10-06,4001 N Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,3.0,Domestic Shorthair Mix,Orange Tabby,8,0,1
A713381,2015-10-09,2015-07-22,Neutered Male,2.0,A713381-1,2015-10-06,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2.0,Domestic Shorthair Mix,Brown Tabby/White,3,1,1
A713381,2017-09-20,2015-07-22,Neutered Male,24.0,A713381-2,2017-09-16,3704 Speedway in Austin (TX),Stray,Normal,Cat,Neutered Male,24.0,Domestic Shorthair Mix,Brown Tabby/White,4,0,1
A713382,2015-10-11,2015-07-22,Spayed Female,2.0,A713382-1,2015-10-06,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,Brown Tabby/White,5,1,1
A713382,2015-10-17,2015-07-22,Spayed Female,2.0,A713382-2,2015-10-15,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2.0,Domestic Shorthair Mix,Brown Tabby/White,2,0,1
A713383,2015-10-11,2015-07-22,Neutered Male,2.0,A713383-1,2015-10-06,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2.0,Domestic Shorthair Mix,Blue Tabby,5,1,1
A713383,2018-02-22,2015-07-22,Neutered Male,24.0,A713383-2,2017-07-16,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,12.0,Domestic Shorthair Mix,Blue Tabby,221,0,1
A713387,2015-10-09,2014-06-06,Neutered Male,12.0,A713387-1,2015-10-06,5404 Spring Meadow in Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,American Bulldog Mix,Blue/White,3,0,1
A713387,2021-09-04,2014-06-06,Neutered Male,84.0,A713387-2,2021-06-06,4800 Bergfield Drive in Austin (TX),Stray,Injured,Dog,Neutered Male,84.0,American Bulldog Mix,Blue/White,90,0,1
A713387,2024-10-01,2014-06-06,Neutered Male,120.0,A713387-3,2024-09-24,Austin (TX),Owner Surrender,Medical,Dog,Neutered Male,120.0,American Bulldog Mix,Blue/White,7,0,1
A713437,2015-10-16,2014-10-06,Spayed Female,12.0,A713437-1,2015-10-06,1156 Hargrave St in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Labrador Retriever Mix,Tan/White,10,1,1
A713437,2016-01-18,2014-10-06,Spayed Female,12.0,A713437-2,2015-10-21,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Labrador Retriever Mix,Tan/White,89,0,1
A713451,2016-01-16,2015-09-06,Spayed Female,4.0,A713451-1,2015-10-07,Wynne in Austin (TX),Stray,Normal,Cat,Intact Female,0.92,Domestic Medium Hair Mix,White/Black,101,1,1
A713451,2016-01-19,2015-09-06,Spayed Female,4.0,A713451-2,2016-01-19,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4.0,Domestic Medium Hair Mix,White/Black,0,0,1
A713457,2015-10-22,2014-10-07,Neutered Male,12.0,A713457-1,2015-10-07,9800 Plover Dr in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Bull Terrier/Boxer,Brown Brindle/White,15,1,1
A713457,2015-11-07,2014-10-07,Neutered Male,12.0,A713457-2,2015-10-25,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,12.0,Bull Terrier/Boxer,Brown Brindle/White,13,0,1
A713517,2015-12-21,2013-10-08,Neutered Male,24.0,A713517-1,2015-10-08,19221 Lockwood in Manor (TX),Stray,Normal,Dog,Intact Male,24.0,Pit Bull Mix,Blue/White,74,1,1
A713517,2016-12-22,2013-10-08,Neutered Male,36.0,A713517-2,2016-12-04,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,36.0,Pit Bull Mix,Blue/White,18,0,1
A713523,2015-10-23,2013-10-08,Neutered Male,24.0,A713523-1,2015-10-08,11716 Dunfries Ln in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Pointer/Labrador Retriever,White/Chocolate,15,1,1
